,Country,Country Code,year,GDP,LOCATION,INDICATOR,SUBJECT,TIME,Value
651,Switzerland,CHE,2009,51769.03029,CHE,PISAMATH,GIRL,2009,524.0
652,Switzerland,CHE,2009,51769.03029,CHE,PISAMATH,TOT,2009,534.0
653,Switzerland,CHE,2009,51769.03029,CHE,PISAREAD,BOY,2009,481.0
654,Switzerland,CHE,2009,51769.03029,CHE,PISAREAD,GIRL,2009,520.0
655,Switzerland,CHE,2009,51769.03029,CHE,PISAREAD,TOT,2009,501.0
656,Switzerland,CHE,2009,51769.03029,CHE,PISASCIENCE,BOY,2009,520.0
657,Switzerland,CHE,2009,51769.03029,CHE,PISASCIENCE,GIRL,2009,512.0
658,Switzerland,CHE,2009,51769.03029,CHE,PISASCIENCE,TOT,2009,517.0
659,Chile,CHL,2009,16159.60523,CHL,PISAMATH,BOY,2009,431.0
660,Chile,CHL,2009,16159.60523,CHL,PISAMATH,GIRL,2009,410.0
661,Chile,CHL,2009,16159.60523,CHL,PISAMATH,TOT,2009,421.0
662,Chile,CHL,2009,16159.60523,CHL,PISAREAD,BOY,2009,439.0
663,Chile,CHL,2009,16159.60523,CHL,PISAREAD,GIRL,2009,461.0
664,Chile,CHL,2009,16159.60523,CHL,PISAREAD,TOT,2009,449.0
665,Chile,CHL,2009,16159.60523,CHL,PISASCIENCE,BOY,2009,452.0
666,Chile,CHL,2009,16159.60523,CHL,PISASCIENCE,GIRL,2009,443.0
667,Chile,CHL,2009,16159.60523,CHL,PISASCIENCE,TOT,2009,447.0
668,Czech Republic,CZE,2009,27599.30086,CZE,PISAMATH,BOY,2009,495.0
669,Czech Republic,CZE,2009,27599.30086,CZE,PISAMATH,GIRL,2009,490.0
670,Czech Republic,CZE,2009,27599.30086,CZE,PISAMATH,TOT,2009,493.0
671,Czech Republic,CZE,2009,27599.30086,CZE,PISAREAD,BOY,2009,456.0
672,Czech Republic,CZE,2009,27599.30086,CZE,PISAREAD,GIRL,2009,504.0
673,Czech Republic,CZE,2009,27599.30086,CZE,PISAREAD,TOT,2009,478.0
674,Czech Republic,CZE,2009,27599.30086,CZE,PISASCIENCE,BOY,2009,498.0
675,Czech Republic,CZE,2009,27599.30086,CZE,PISASCIENCE,GIRL,2009,503.0
676,Czech Republic,CZE,2009,27599.30086,CZE,PISASCIENCE,TOT,2009,500.0
677,Germany,DEU,2009,36823.38028,DEU,PISAMATH,BOY,2009,520.0
678,Germany,DEU,2009,36823.38028,DEU,PISAMATH,GIRL,2009,505.0
679,Germany,DEU,2009,36823.38028,DEU,PISAMATH,TOT,2009,513.0
680,Germany,DEU,2009,36823.38028,DEU,PISAREAD,BOY,2009,478.0
681,Germany,DEU,2009,36823.38028,DEU,PISAREAD,GIRL,2009,518.0
682,Germany,DEU,2009,36823.38028,DEU,PISAREAD,TOT,2009,497.0
683,Germany,DEU,2009,36823.38028,DEU,PISASCIENCE,BOY,2009,523.0
684,Germany,DEU,2009,36823.38028,DEU,PISASCIENCE,GIRL,2009,518.0
685,Germany,DEU,2009,36823.38028,DEU,PISASCIENCE,TOT,2009,520.0
686,Denmark,DNK,2009,40339.67713,DNK,PISAMATH,BOY,2009,511.0
687,Denmark,DNK,2009,40339.67713,DNK,PISAMATH,GIRL,2009,495.0
688,Denmark,DNK,2009,40339.67713,DNK,PISAMATH,TOT,2009,503.0
689,Denmark,DNK,2009,40339.67713,DNK,PISAREAD,BOY,2009,480.0
690,Denmark,DNK,2009,40339.67713,DNK,PISAREAD,GIRL,2009,509.0
691,Denmark,DNK,2009,40339.67713,DNK,PISAREAD,TOT,2009,495.0
692,Denmark,DNK,2009,40339.67713,DNK,PISASCIENCE,BOY,2009,505.0
693,Denmark,DNK,2009,40339.67713,DNK,PISASCIENCE,GIRL,2009,494.0
694,Denmark,DNK,2009,40339.67713,DNK,PISASCIENCE,TOT,2009,499.0
695,Spain,ESP,2009,32098.97505,ESP,PISAMATH,BOY,2009,493.0
696,Spain,ESP,2009,32098.97505,ESP,PISAMATH,GIRL,2009,474.0
697,Spain,ESP,2009,32098.97505,ESP,PISAMATH,TOT,2009,483.0
698,Spain,ESP,2009,32098.97505,ESP,PISAREAD,BOY,2009,467.0
699,Spain,ESP,2009,32098.97505,ESP,PISAREAD,GIRL,2009,496.0
700,Spain,ESP,2009,32098.97505,ESP,PISAREAD,TOT,2009,481.0
701,Spain,ESP,2009,32098.97505,ESP,PISASCIENCE,BOY,2009,492.0
702,Spain,ESP,2009,32098.97505,ESP,PISASCIENCE,GIRL,2009,485.0
703,Spain,ESP,2009,32098.97505,ESP,PISASCIENCE,TOT,2009,488.0
704,Estonia,EST,2009,20597.93347,EST,PISAMATH,BOY,2009,516.0
705,Estonia,EST,2009,20597.93347,EST,PISAMATH,GIRL,2009,508.0
706,Estonia,EST,2009,20597.93347,EST,PISAMATH,TOT,2009,512.0
707,Estonia,EST,2009,20597.93347,EST,PISAREAD,BOY,2009,480.0
708,Estonia,EST,2009,20597.93347,EST,PISAREAD,GIRL,2009,524.0
709,Estonia,EST,2009,20597.93347,EST,PISAREAD,TOT,2009,501.0
710,Estonia,EST,2009,20597.93347,EST,PISASCIENCE,BOY,2009,527.0
711,Estonia,EST,2009,20597.93347,EST,PISASCIENCE,GIRL,2009,528.0
712,Estonia,EST,2009,20597.93347,EST,PISASCIENCE,TOT,2009,528.0
713,Finland,FIN,2009,37980.06516,FIN,PISAMATH,BOY,2009,542.0
714,Finland,FIN,2009,37980.06516,FIN,PISAMATH,GIRL,2009,539.0
715,Finland,FIN,2009,37980.06516,FIN,PISAMATH,TOT,2009,541.0
716,Finland,FIN,2009,37980.06516,FIN,PISAREAD,BOY,2009,508.0
717,Finland,FIN,2009,37980.06516,FIN,PISAREAD,GIRL,2009,563.0
718,Finland,FIN,2009,37980.06516,FIN,PISAREAD,TOT,2009,536.0
719,Finland,FIN,2009,37980.06516,FIN,PISASCIENCE,BOY,2009,546.0
720,Finland,FIN,2009,37980.06516,FIN,PISASCIENCE,GIRL,2009,562.0
721,Finland,FIN,2009,37980.06516,FIN,PISASCIENCE,TOT,2009,554.0
722,France,FRA,2009,34685.1738,FRA,PISAMATH,BOY,2009,505.0
723,France,FRA,2009,34685.1738,FRA,PISAMATH,GIRL,2009,489.0
724,France,FRA,2009,34685.1738,FRA,PISAMATH,TOT,2009,497.0
725,France,FRA,2009,34685.1738,FRA,PISAREAD,BOY,2009,475.0
726,France,FRA,2009,34685.1738,FRA,PISAREAD,GIRL,2009,515.0
727,France,FRA,2009,34685.1738,FRA,PISAREAD,TOT,2009,496.0
728,France,FRA,2009,34685.1738,FRA,PISASCIENCE,BOY,2009,500.0
729,France,FRA,2009,34685.1738,FRA,PISASCIENCE,GIRL,2009,497.0
730,France,FRA,2009,34685.1738,FRA,PISASCIENCE,TOT,2009,498.0
731,United Kingdom,GBR,2009,35003.49742,GBR,PISAMATH,BOY,2009,503.0
732,United Kingdom,GBR,2009,35003.49742,GBR,PISAMATH,GIRL,2009,482.0
733,United Kingdom,GBR,2009,35003.49742,GBR,PISAMATH,TOT,2009,492.0
734,United Kingdom,GBR,2009,35003.49742,GBR,PISAREAD,BOY,2009,481.0
735,United Kingdom,GBR,2009,35003.49742,GBR,PISAREAD,GIRL,2009,507.0
736,United Kingdom,GBR,2009,35003.49742,GBR,PISAREAD,TOT,2009,494.0
737,United Kingdom,GBR,2009,35003.49742,GBR,PISASCIENCE,BOY,2009,519.0
738,United Kingdom,GBR,2009,35003.49742,GBR,PISASCIENCE,GIRL,2009,509.0
739,United Kingdom,GBR,2009,35003.49742,GBR,PISASCIENCE,TOT,2009,514.0
740,Greece,GRC,2009,30365.39993,GRC,PISAMATH,BOY,2009,473.0
741,Greece,GRC,2009,30365.39993,GRC,PISAMATH,GIRL,2009,459.0
742,Greece,GRC,2009,30365.39993,GRC,PISAMATH,TOT,2009,466.0
743,Greece,GRC,2009,30365.39993,GRC,PISAREAD,BOY,2009,459.0
744,Greece,GRC,2009,30365.39993,GRC,PISAREAD,GIRL,2009,506.0
745,Greece,GRC,2009,30365.39993,GRC,PISAREAD,TOT,2009,483.0
746,Greece,GRC,2009,30365.39993,GRC,PISASCIENCE,BOY,2009,465.0
747,Greece,GRC,2009,30365.39993,GRC,PISASCIENCE,GIRL,2009,475.0
748,Greece,GRC,2009,30365.39993,GRC,PISASCIENCE,TOT,2009,470.0
749,Hungary,HUN,2009,20678.06831,HUN,PISAMATH,BOY,2009,496.0
750,Hungary,HUN,2009,20678.06831,HUN,PISAMATH,GIRL,2009,484.0
751,Hungary,HUN,2009,20678.06831,HUN,PISAMATH,TOT,2009,490.0
752,Hungary,HUN,2009,20678.06831,HUN,PISAREAD,BOY,2009,475.0
753,Hungary,HUN,2009,20678.06831,HUN,PISAREAD,GIRL,2009,513.0
754,Hungary,HUN,2009,20678.06831,HUN,PISAREAD,TOT,2009,494.0
755,Hungary,HUN,2009,20678.06831,HUN,PISASCIENCE,BOY,2009,503.0
756,Hungary,HUN,2009,20678.06831,HUN,PISASCIENCE,GIRL,2009,503.0
757,Hungary,HUN,2009,20678.06831,HUN,PISASCIENCE,TOT,2009,503.0
758,Indonesia,IDN,2009,7813.090106,IDN,PISAMATH,BOY,2009,371.0
759,Indonesia,IDN,2009,7813.090106,IDN,PISAMATH,GIRL,2009,372.0
760,Indonesia,IDN,2009,7813.090106,IDN,PISAMATH,TOT,2009,371.0
761,Indonesia,IDN,2009,7813.090106,IDN,PISAREAD,BOY,2009,383.0
762,Indonesia,IDN,2009,7813.090106,IDN,PISAREAD,GIRL,2009,420.0
763,Indonesia,IDN,2009,7813.090106,IDN,PISAREAD,TOT,2009,402.0
764,Indonesia,IDN,2009,7813.090106,IDN,PISASCIENCE,BOY,2009,378.0
765,Indonesia,IDN,2009,7813.090106,IDN,PISASCIENCE,GIRL,2009,387.0
766,Indonesia,IDN,2009,7813.090106,IDN,PISASCIENCE,TOT,2009,383.0
767,Ireland,IRL,2009,41621.71832,IRL,PISAMATH,BOY,2009,491.0
768,Ireland,IRL,2009,41621.71832,IRL,PISAMATH,GIRL,2009,483.0
769,Ireland,IRL,2009,41621.71832,IRL,PISAMATH,TOT,2009,487.0
770,Ireland,IRL,2009,41621.71832,IRL,PISAREAD,BOY,2009,476.0
771,Ireland,IRL,2009,41621.71832,IRL,PISAREAD,GIRL,2009,515.0
772,Ireland,IRL,2009,41621.71832,IRL,PISAREAD,TOT,2009,496.0
773,Ireland,IRL,2009,41621.71832,IRL,PISASCIENCE,BOY,2009,507.0
774,Ireland,IRL,2009,41621.71832,IRL,PISASCIENCE,GIRL,2009,509.0
775,Ireland,IRL,2009,41621.71832,IRL,PISASCIENCE,TOT,2009,508.0
776,Iceland,ISL,2009,41905.36603,ISL,PISAMATH,BOY,2009,508.0
777,Iceland,ISL,2009,41905.36603,ISL,PISAMATH,GIRL,2009,505.0
778,Iceland,ISL,2009,41905.36603,ISL,PISAMATH,TOT,2009,507.0
779,Iceland,ISL,2009,41905.36603,ISL,PISAREAD,BOY,2009,478.0
780,Iceland,ISL,2009,41905.36603,ISL,PISAREAD,GIRL,2009,522.0
781,Iceland,ISL,2009,41905.36603,ISL,PISAREAD,TOT,2009,500.0
782,Iceland,ISL,2009,41905.36603,ISL,PISASCIENCE,BOY,2009,496.0
783,Iceland,ISL,2009,41905.36603,ISL,PISASCIENCE,GIRL,2009,495.0
784,Iceland,ISL,2009,41905.36603,ISL,PISASCIENCE,TOT,2009,496.0
785,Israel,ISR,2009,27501.29414,ISR,PISAMATH,BOY,2009,451.0
786,Israel,ISR,2009,27501.29414,ISR,PISAMATH,GIRL,2009,443.0
787,Israel,ISR,2009,27501.29414,ISR,PISAMATH,TOT,2009,447.0
788,Israel,ISR,2009,27501.29414,ISR,PISAREAD,BOY,2009,452.0
789,Israel,ISR,2009,27501.29414,ISR,PISAREAD,GIRL,2009,495.0
790,Israel,ISR,2009,27501.29414,ISR,PISAREAD,TOT,2009,474.0
791,Israel,ISR,2009,27501.29414,ISR,PISASCIENCE,BOY,2009,453.0
792,Israel,ISR,2009,27501.29414,ISR,PISASCIENCE,GIRL,2009,456.0
793,Israel,ISR,2009,27501.29414,ISR,PISASCIENCE,TOT,2009,455.0
794,Italy,ITA,2009,34610.03145,ITA,PISAMATH,BOY,2009,490.0
795,Italy,ITA,2009,34610.03145,ITA,PISAMATH,GIRL,2009,475.0
796,Italy,ITA,2009,34610.03145,ITA,PISAMATH,TOT,2009,483.0
797,Italy,ITA,2009,34610.03145,ITA,PISAREAD,BOY,2009,464.0
798,Italy,ITA,2009,34610.03145,ITA,PISAREAD,GIRL,2009,510.0
799,Italy,ITA,2009,34610.03145,ITA,PISAREAD,TOT,2009,486.0
800,Italy,ITA,2009,34610.03145,ITA,PISASCIENCE,BOY,2009,488.0
801,Italy,ITA,2009,34610.03145,ITA,PISASCIENCE,GIRL,2009,490.0
802,Italy,ITA,2009,34610.03145,ITA,PISASCIENCE,TOT,2009,489.0
803,Japan,JPN,2009,33198.61611,JPN,PISAMATH,BOY,2009,534.0
804,Japan,JPN,2009,33198.61611,JPN,PISAMATH,GIRL,2009,524.0
805,Japan,JPN,2009,33198.61611,JPN,PISAMATH,TOT,2009,529.0
806,Japan,JPN,2009,33198.61611,JPN,PISAREAD,BOY,2009,501.0
807,Japan,JPN,2009,33198.61611,JPN,PISAREAD,GIRL,2009,540.0
808,Japan,JPN,2009,33198.61611,JPN,PISAREAD,TOT,2009,520.0
809,Japan,JPN,2009,33198.61611,JPN,PISASCIENCE,BOY,2009,534.0
810,Japan,JPN,2009,33198.61611,JPN,PISASCIENCE,GIRL,2009,545.0
811,Japan,JPN,2009,33198.61611,JPN,PISASCIENCE,TOT,2009,539.0
812,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAMATH,BOY,2009,548.0
813,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAMATH,GIRL,2009,544.0
814,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAMATH,TOT,2009,546.0
815,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAREAD,BOY,2009,523.0
816,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAREAD,GIRL,2009,558.0
817,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISAREAD,TOT,2009,539.0
818,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISASCIENCE,BOY,2009,537.0
819,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISASCIENCE,GIRL,2009,539.0
820,"Korea, Rep.",KOR,2009,28325.2093,KOR,PISASCIENCE,TOT,2009,538.0
821,Luxembourg,LUX,2009,82278.19739,LUX,PISAMATH,BOY,2009,499.0
822,Luxembourg,LUX,2009,82278.19739,LUX,PISAMATH,GIRL,2009,479.0
823,Luxembourg,LUX,2009,82278.19739,LUX,PISAMATH,TOT,2009,489.0
824,Luxembourg,LUX,2009,82278.19739,LUX,PISAREAD,BOY,2009,453.0
825,Luxembourg,LUX,2009,82278.19739,LUX,PISAREAD,GIRL,2009,492.0
826,Luxembourg,LUX,2009,82278.19739,LUX,PISAREAD,TOT,2009,472.0
827,Luxembourg,LUX,2009,82278.19739,LUX,PISASCIENCE,BOY,2009,487.0
828,Luxembourg,LUX,2009,82278.19739,LUX,PISASCIENCE,GIRL,2009,480.0
829,Luxembourg,LUX,2009,82278.19739,LUX,PISASCIENCE,TOT,2009,484.0
830,Latvia,LVA,2009,16924.03115,LVA,PISAMATH,TOT,2009,482.0
831,Latvia,LVA,2009,16924.03115,LVA,PISAREAD,TOT,2009,484.0
832,Latvia,LVA,2009,16924.03115,LVA,PISASCIENCE,TOT,2009,494.0
833,Mexico,MEX,2009,14558.24481,MEX,PISAMATH,BOY,2009,425.0
834,Mexico,MEX,2009,14558.24481,MEX,PISAMATH,GIRL,2009,412.0
835,Mexico,MEX,2009,14558.24481,MEX,PISAMATH,TOT,2009,419.0
836,Mexico,MEX,2009,14558.24481,MEX,PISAREAD,BOY,2009,413.0
837,Mexico,MEX,2009,14558.24481,MEX,PISAREAD,GIRL,2009,438.0
838,Mexico,MEX,2009,14558.24481,MEX,PISAREAD,TOT,2009,425.0
839,Mexico,MEX,2009,14558.24481,MEX,PISASCIENCE,BOY,2009,419.0
840,Mexico,MEX,2009,14558.24481,MEX,PISASCIENCE,GIRL,2009,413.0
841,Mexico,MEX,2009,14558.24481,MEX,PISASCIENCE,TOT,2009,416.0
842,Netherlands,NLD,2009,44566.0619,NLD,PISAMATH,BOY,2009,534.0
843,Netherlands,NLD,2009,44566.0619,NLD,PISAMATH,GIRL,2009,517.0
844,Netherlands,NLD,2009,44566.0619,NLD,PISAMATH,TOT,2009,526.0
845,Netherlands,NLD,2009,44566.0619,NLD,PISAREAD,BOY,2009,496.0
846,Netherlands,NLD,2009,44566.0619,NLD,PISAREAD,GIRL,2009,521.0
847,Netherlands,NLD,2009,44566.0619,NLD,PISAREAD,TOT,2009,508.0
848,Netherlands,NLD,2009,44566.0619,NLD,PISASCIENCE,BOY,2009,524.0
849,Netherlands,NLD,2009,44566.0619,NLD,PISASCIENCE,GIRL,2009,520.0
850,Netherlands,NLD,2009,44566.0619,NLD,PISASCIENCE,TOT,2009,522.0
851,Norway,NOR,2009,55375.57628,NOR,PISAMATH,BOY,2009,500.0
852,Norway,NOR,2009,55375.57628,NOR,PISAMATH,GIRL,2009,495.0
853,Norway,NOR,2009,55375.57628,NOR,PISAMATH,TOT,2009,498.0
854,Norway,NOR,2009,55375.57628,NOR,PISAREAD,BOY,2009,480.0
855,Norway,NOR,2009,55375.57628,NOR,PISAREAD,GIRL,2009,527.0
856,Norway,NOR,2009,55375.57628,NOR,PISAREAD,TOT,2009,503.0
857,Norway,NOR,2009,55375.57628,NOR,PISASCIENCE,BOY,2009,498.0
858,Norway,NOR,2009,55375.57628,NOR,PISASCIENCE,GIRL,2009,502.0
859,Norway,NOR,2009,55375.57628,NOR,PISASCIENCE,TOT,2009,500.0
860,New Zealand,NZL,2009,30699.66202,NZL,PISAMATH,BOY,2009,523.0
861,New Zealand,NZL,2009,30699.66202,NZL,PISAMATH,GIRL,2009,515.0
862,New Zealand,NZL,2009,30699.66202,NZL,PISAMATH,TOT,2009,519.0
863,New Zealand,NZL,2009,30699.66202,NZL,PISAREAD,BOY,2009,499.0
864,New Zealand,NZL,2009,30699.66202,NZL,PISAREAD,GIRL,2009,544.0
865,New Zealand,NZL,2009,30699.66202,NZL,PISAREAD,TOT,2009,521.0
866,New Zealand,NZL,2009,30699.66202,NZL,PISASCIENCE,BOY,2009,529.0
867,New Zealand,NZL,2009,30699.66202,NZL,PISASCIENCE,GIRL,2009,535.0
868,New Zealand,NZL,2009,30699.66202,NZL,PISASCIENCE,TOT,2009,532.0
869,Poland,POL,2009,19246.44868,POL,PISAMATH,BOY,2009,497.0
870,Poland,POL,2009,19246.44868,POL,PISAMATH,GIRL,2009,493.0
871,Poland,POL,2009,19246.44868,POL,PISAMATH,TOT,2009,495.0
872,Poland,POL,2009,19246.44868,POL,PISAREAD,BOY,2009,476.0
873,Poland,POL,2009,19246.44868,POL,PISAREAD,GIRL,2009,525.0
874,Poland,POL,2009,19246.44868,POL,PISAREAD,TOT,2009,500.0
875,Poland,POL,2009,19246.44868,POL,PISASCIENCE,BOY,2009,505.0
876,Poland,POL,2009,19246.44868,POL,PISASCIENCE,GIRL,2009,511.0
877,Poland,POL,2009,19246.44868,POL,PISASCIENCE,TOT,2009,508.0
878,Portugal,PRT,2009,26464.31081,PRT,PISAMATH,BOY,2009,493.0
879,Portugal,PRT,2009,26464.31081,PRT,PISAMATH,GIRL,2009,481.0
880,Portugal,PRT,2009,26464.31081,PRT,PISAMATH,TOT,2009,487.0
881,Portugal,PRT,2009,26464.31081,PRT,PISAREAD,BOY,2009,470.0
882,Portugal,PRT,2009,26464.31081,PRT,PISAREAD,GIRL,2009,508.0
883,Portugal,PRT,2009,26464.31081,PRT,PISAREAD,TOT,2009,489.0
884,Portugal,PRT,2009,26464.31081,PRT,PISASCIENCE,BOY,2009,491.0
885,Portugal,PRT,2009,26464.31081,PRT,PISASCIENCE,GIRL,2009,495.0
886,Portugal,PRT,2009,26464.31081,PRT,PISASCIENCE,TOT,2009,493.0
887,Russian Federation,RUS,2009,19389.94213,RUS,PISAMATH,BOY,2009,469.0
888,Russian Federation,RUS,2009,19389.94213,RUS,PISAMATH,GIRL,2009,467.0
889,Russian Federation,RUS,2009,19389.94213,RUS,PISAMATH,TOT,2009,468.0
890,Russian Federation,RUS,2009,19389.94213,RUS,PISAREAD,BOY,2009,437.0
891,Russian Federation,RUS,2009,19389.94213,RUS,PISAREAD,GIRL,2009,482.0
892,Russian Federation,RUS,2009,19389.94213,RUS,PISAREAD,TOT,2009,459.0
893,Russian Federation,RUS,2009,19389.94213,RUS,PISASCIENCE,BOY,2009,477.0
894,Russian Federation,RUS,2009,19389.94213,RUS,PISASCIENCE,GIRL,2009,480.0
895,Russian Federation,RUS,2009,19389.94213,RUS,PISASCIENCE,TOT,2009,486.0
896,Slovak Republic,SVK,2009,23085.33289,SVK,PISAMATH,BOY,2009,498.0
897,Slovak Republic,SVK,2009,23085.33289,SVK,PISAMATH,GIRL,2009,495.0
898,Slovak Republic,SVK,2009,23085.33289,SVK,PISAMATH,TOT,2009,497.0
899,Slovak Republic,SVK,2009,23085.33289,SVK,PISAREAD,BOY,2009,452.0
900,Slovak Republic,SVK,2009,23085.33289,SVK,PISAREAD,GIRL,2009,503.0
901,Slovak Republic,SVK,2009,23085.33289,SVK,PISAREAD,TOT,2009,477.0
902,Slovak Republic,SVK,2009,23085.33289,SVK,PISASCIENCE,BOY,2009,490.0
903,Slovak Republic,SVK,2009,23085.33289,SVK,PISASCIENCE,GIRL,2009,491.0
904,Slovak Republic,SVK,2009,23085.33289,SVK,PISASCIENCE,TOT,2009,490.0
905,Slovenia,SVN,2009,27543.39118,SVN,PISAMATH,BOY,2009,502.0
906,Slovenia,SVN,2009,27543.39118,SVN,PISAMATH,GIRL,2009,501.0
907,Slovenia,SVN,2009,27543.39118,SVN,PISAMATH,TOT,2009,501.0
908,Slovenia,SVN,2009,27543.39118,SVN,PISAREAD,BOY,2009,456.0
909,Slovenia,SVN,2009,27543.39118,SVN,PISAREAD,GIRL,2009,511.0
910,Slovenia,SVN,2009,27543.39118,SVN,PISAREAD,TOT,2009,483.0
911,Slovenia,SVN,2009,27543.39118,SVN,PISASCIENCE,BOY,2009,505.0
912,Slovenia,SVN,2009,27543.39118,SVN,PISASCIENCE,GIRL,2009,519.0
913,Slovenia,SVN,2009,27543.39118,SVN,PISASCIENCE,TOT,2009,512.0
914,Sweden,SWE,2009,40156.41031,SWE,PISAMATH,BOY,2009,493.0
915,Sweden,SWE,2009,40156.41031,SWE,PISAMATH,GIRL,2009,495.0
916,Sweden,SWE,2009,40156.41031,SWE,PISAMATH,TOT,2009,494.0
917,Sweden,SWE,2009,40156.41031,SWE,PISAREAD,BOY,2009,475.0
918,Sweden,SWE,2009,40156.41031,SWE,PISAREAD,GIRL,2009,521.0
919,Sweden,SWE,2009,40156.41031,SWE,PISAREAD,TOT,2009,497.0
920,Sweden,SWE,2009,40156.41031,SWE,PISASCIENCE,BOY,2009,493.0
921,Sweden,SWE,2009,40156.41031,SWE,PISASCIENCE,GIRL,2009,497.0
922,Sweden,SWE,2009,40156.41031,SWE,PISASCIENCE,TOT,2009,495.0
923,Turkey,TUR,2009,15489.87192,TUR,PISAMATH,BOY,2009,451.0
924,Turkey,TUR,2009,15489.87192,TUR,PISAMATH,GIRL,2009,440.0
925,Turkey,TUR,2009,15489.87192,TUR,PISAMATH,TOT,2009,445.0
926,Turkey,TUR,2009,15489.87192,TUR,PISAREAD,BOY,2009,443.0
927,Turkey,TUR,2009,15489.87192,TUR,PISAREAD,GIRL,2009,486.0
928,Turkey,TUR,2009,15489.87192,TUR,PISAREAD,TOT,2009,464.0
929,Turkey,TUR,2009,15489.87192,TUR,PISASCIENCE,BOY,2009,448.0
930,Turkey,TUR,2009,15489.87192,TUR,PISASCIENCE,GIRL,2009,460.0
931,Turkey,TUR,2009,15489.87192,TUR,PISASCIENCE,TOT,2009,454.0
932,United States,USA,2009,47099.98047,USA,PISAMATH,BOY,2009,497.0
933,United States,USA,2009,47099.98047,USA,PISAMATH,GIRL,2009,477.0
934,United States,USA,2009,47099.98047,USA,PISAMATH,TOT,2009,487.0
935,United States,USA,2009,47099.98047,USA,PISAREAD,BOY,2009,488.0
936,United States,USA,2009,47099.98047,USA,PISAREAD,GIRL,2009,513.0
937,United States,USA,2009,47099.98047,USA,PISAREAD,TOT,2009,500.0
938,United States,USA,2009,47099.98047,USA,PISASCIENCE,BOY,2009,509.0
939,United States,USA,2009,47099.98047,USA,PISASCIENCE,GIRL,2009,495.0
940,United States,USA,2009,47099.98047,USA,PISASCIENCE,TOT,2009,502.0
941,Australia,AUS,2012,42826.78958,AUS,PISAMATH,BOY,2012,510.115
942,Australia,AUS,2012,42826.78958,AUS,PISAMATH,GIRL,2012,497.821
943,Australia,AUS,2012,42826.78958,AUS,PISAMATH,TOT,2012,504.0
944,Australia,AUS,2012,42826.78958,AUS,PISAREAD,BOY,2012,495.09
945,Australia,AUS,2012,42826.78958,AUS,PISAREAD,GIRL,2012,529.542
946,Australia,AUS,2012,42826.78958,AUS,PISAREAD,TOT,2012,512.0
947,Australia,AUS,2012,42826.78958,AUS,PISASCIENCE,BOY,2012,523.728
948,Australia,AUS,2012,42826.78958,AUS,PISASCIENCE,GIRL,2012,519.124
949,Australia,AUS,2012,42826.78958,AUS,PISASCIENCE,TOT,2012,521.0
950,Austria,AUT,2012,46457.34578,AUT,PISAMATH,BOY,2012,516.682
951,Austria,AUT,2012,46457.34578,AUT,PISAMATH,GIRL,2012,494.462
952,Austria,AUT,2012,46457.34578,AUT,PISAMATH,TOT,2012,506.0
953,Austria,AUT,2012,46457.34578,AUT,PISAREAD,BOY,2012,471.093
954,Austria,AUT,2012,46457.34578,AUT,PISAREAD,GIRL,2012,508.021
955,Austria,AUT,2012,46457.34578,AUT,PISAREAD,TOT,2012,490.0
956,Austria,AUT,2012,46457.34578,AUT,PISASCIENCE,BOY,2012,510.108
957,Austria,AUT,2012,46457.34578,AUT,PISASCIENCE,GIRL,2012,501.479
958,Austria,AUT,2012,46457.34578,AUT,PISASCIENCE,TOT,2012,506.0
959,Belgium,BEL,2012,42290.76205,BEL,PISAMATH,BOY,2012,520.081
960,Belgium,BEL,2012,42290.76205,BEL,PISAMATH,GIRL,2012,508.935
961,Belgium,BEL,2012,42290.76205,BEL,PISAMATH,TOT,2012,515.0
962,Belgium,BEL,2012,42290.76205,BEL,PISAREAD,BOY,2012,492.755
963,Belgium,BEL,2012,42290.76205,BEL,PISAREAD,GIRL,2012,524.602
964,Belgium,BEL,2012,42290.76205,BEL,PISAREAD,TOT,2012,509.0
965,Belgium,BEL,2012,42290.76205,BEL,PISASCIENCE,BOY,2012,506.82
966,Belgium,BEL,2012,42290.76205,BEL,PISASCIENCE,GIRL,2012,502.9
967,Belgium,BEL,2012,42290.76205,BEL,PISASCIENCE,TOT,2012,505.0
968,Brazil,BRA,2012,15506.55426,BRA,PISAMATH,BOY,2012,400.769
969,Brazil,BRA,2012,15506.55426,BRA,PISAMATH,GIRL,2012,382.925
970,Brazil,BRA,2012,15506.55426,BRA,PISAMATH,TOT,2012,389.0
971,Brazil,BRA,2012,15506.55426,BRA,PISAREAD,BOY,2012,394.184
972,Brazil,BRA,2012,15506.55426,BRA,PISAREAD,GIRL,2012,424.734
973,Brazil,BRA,2012,15506.55426,BRA,PISAREAD,TOT,2012,407.0
974,Brazil,BRA,2012,15506.55426,BRA,PISASCIENCE,BOY,2012,405.541
975,Brazil,BRA,2012,15506.55426,BRA,PISASCIENCE,GIRL,2012,403.949
